timestamp,bin_id,area,bin_type,latitude,longitude,fill_level_%,temperature_C,humidity_%,is_weekend,collection_needed,collected,hour,day_of_week,month,prev_fill_level,fill_change,bin_type_code
2024-01-01 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,14.81,36.4,79.8,0,0,0,4,0,1,13.39,1.42,0
2024-01-01 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,15.88,30.5,61.4,0,0,0,8,0,1,14.81,1.0700000000000003,0
2024-01-01 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,18.46,32.3,73.4,0,0,0,12,0,1,15.88,2.58,0
2024-01-01 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,17.64,36.6,59.9,0,0,0,16,0,1,18.46,-0.8200000000000003,0
2024-01-01 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,18.57,32.1,67.8,0,0,0,20,0,1,17.64,0.9299999999999997,0
2024-01-02 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,22.54,30.8,73.0,0,0,0,0,1,1,18.57,3.969999999999999,0
2024-01-02 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,23.97,36.3,56.6,0,0,0,4,1,1,22.54,1.4299999999999997,0
2024-01-02 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,24.02,28.9,88.2,0,0,0,8,1,1,23.97,0.05000000000000071,0
2024-01-02 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,26.35,41.5,83.3,0,0,0,12,1,1,24.02,2.330000000000002,0
2024-01-02 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,27.22,37.6,70.4,0,0,0,16,1,1,26.35,0.8699999999999974,0
2024-01-02 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,28.55,29.7,72.3,0,0,0,20,1,1,27.22,1.3300000000000018,0
2024-01-03 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,31.56,32.4,73.2,0,0,0,0,2,1,28.55,3.009999999999998,0
2024-01-03 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,31.49,35.7,61.5,0,0,0,4,2,1,31.56,-0.07000000000000028,0
2024-01-03 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,34.37,29.2,61.9,0,0,0,8,2,1,31.49,2.879999999999999,0
2024-01-03 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,36.4,28.6,66.4,0,0,0,12,2,1,34.37,2.030000000000001,0
2024-01-03 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,35.95,39.6,67.5,0,0,0,16,2,1,36.4,-0.44999999999999574,0
2024-01-03 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,36.64,31.9,74.0,0,0,0,20,2,1,35.95,0.6899999999999977,0
2024-01-04 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,38.9,29.0,89.5,0,0,0,0,3,1,36.64,2.259999999999998,0
2024-01-04 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,40.09,38.8,62.0,0,0,0,4,3,1,38.9,1.1900000000000048,0
2024-01-04 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,43.41,38.8,57.6,0,0,0,8,3,1,40.09,3.319999999999993,0
2024-01-04 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,46.58,33.0,59.1,0,0,0,12,3,1,43.41,3.1700000000000017,0
2024-01-04 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,48.84,32.6,57.2,0,0,0,16,3,1,46.58,2.260000000000005,0
2024-01-04 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,52.08,32.4,66.4,0,0,0,20,3,1,48.84,3.239999999999995,0
2024-01-05 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,55.07,40.4,71.5,0,0,0,0,4,1,52.08,2.990000000000002,0
2024-01-05 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,58.87,29.7,80.0,0,0,0,4,4,1,55.07,3.799999999999997,0
2024-01-05 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,61.18,38.8,72.3,0,0,0,8,4,1,58.87,2.3100000000000023,0
2024-01-05 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,65.26,35.3,70.0,0,0,0,12,4,1,61.18,4.080000000000005,0
2024-01-05 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,67.16,32.4,72.8,0,0,0,16,4,1,65.26,1.8999999999999915,0
2024-01-05 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,68.48,40.7,63.7,0,0,0,20,4,1,67.16,1.3200000000000074,0
2024-01-06 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,73.0,31.2,57.7,1,0,0,0,5,1,68.48,4.519999999999996,0
2024-01-06 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,74.53,32.1,60.6,1,0,0,4,5,1,73.0,1.5300000000000011,0
2024-01-06 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,78.2,39.3,61.5,1,1,0,8,5,1,74.53,3.6700000000000017,0
2024-01-06 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,80.99,40.5,73.9,1,1,0,12,5,1,78.2,2.789999999999992,0
2024-01-06 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,82.24,31.2,69.9,1,1,0,16,5,1,80.99,1.25,0
2024-01-06 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,84.05,39.5,85.1,1,1,0,20,5,1,82.24,1.8100000000000023,0
2024-01-07 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,86.36,33.8,62.8,1,1,1,0,6,1,84.05,2.3100000000000023,0
2024-01-07 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,3.15,32.7,88.0,1,0,0,4,6,1,86.36,-83.21,0
2024-01-07 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,5.77,37.8,67.7,1,0,0,8,6,1,3.15,2.6199999999999997,0
2024-01-07 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,5.04,41.6,88.7,1,0,0,12,6,1,5.77,-0.7299999999999995,0
2024-01-07 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,7.31,32.2,65.0,1,0,0,16,6,1,5.04,2.2699999999999996,0
2024-01-07 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,7.1,28.5,76.3,1,0,0,20,6,1,7.31,-0.20999999999999996,0
2024-01-08 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,7.89,31.9,86.8,0,0,0,0,0,1,7.1,0.79,0
2024-01-08 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,9.66,31.4,60.1,0,0,0,4,0,1,7.89,1.7700000000000005,0
2024-01-08 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,11.94,31.4,78.5,0,0,0,8,0,1,9.66,2.2799999999999994,0
2024-01-08 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,13.7,38.7,63.3,0,0,0,12,0,1,11.94,1.7599999999999998,0
2024-01-08 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,14.27,36.9,77.2,0,0,0,16,0,1,13.7,0.5700000000000003,0
2024-01-08 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,18.12,35.5,58.2,0,0,0,20,0,1,14.27,3.8500000000000014,0
2024-01-09 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,19.15,30.6,56.4,0,0,0,0,1,1,18.12,1.0299999999999976,0
2024-01-09 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,22.3,36.3,78.7,0,0,0,4,1,1,19.15,3.150000000000002,0
2024-01-09 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,24.08,31.2,77.6,0,0,0,8,1,1,22.3,1.7799999999999976,0
2024-01-09 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,25.31,30.4,79.2,0,0,0,12,1,1,24.08,1.2300000000000004,0
2024-01-09 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,28.01,29.9,66.9,0,0,0,16,1,1,25.31,2.700000000000003,0
2024-01-09 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,29.54,29.6,87.4,0,0,0,20,1,1,28.01,1.5299999999999976,0
2024-01-10 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,30.77,37.2,83.6,0,0,0,0,2,1,29.54,1.2300000000000004,0
2024-01-10 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,33.38,35.8,73.5,0,0,0,4,2,1,30.77,2.610000000000003,0
2024-01-10 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,34.66,40.6,86.5,0,0,0,8,2,1,33.38,1.279999999999994,0
2024-01-10 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,36.12,36.9,66.9,0,0,0,12,2,1,34.66,1.4600000000000009,0
2024-01-10 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,39.84,40.6,86.0,0,0,0,16,2,1,36.12,3.720000000000006,0
2024-01-10 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,40.31,38.9,77.5,0,0,0,20,2,1,39.84,0.46999999999999886,0
2024-01-11 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,42.42,28.1,58.6,0,0,0,0,3,1,40.31,2.1099999999999994,0
2024-01-11 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,45.46,37.3,55.2,0,0,0,4,3,1,42.42,3.039999999999999,0
2024-01-11 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,47.49,37.7,77.8,0,0,0,8,3,1,45.46,2.030000000000001,0
2024-01-11 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,47.44,31.1,79.9,0,0,0,12,3,1,47.49,-0.05000000000000426,0
