timestamp,bin_id,area,bin_type,latitude,longitude,fill_level_%,temperature_C,humidity_%,is_weekend,collection_needed,collected
2024-01-01 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,13.39,28.8,85.3,0,0,0
2024-01-01 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,14.81,36.4,79.8,0,0,0
2024-01-01 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,15.88,30.5,61.4,0,0,0
2024-01-01 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,18.46,32.3,73.4,0,0,0
2024-01-01 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,17.64,36.6,59.9,0,0,0
2024-01-01 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,18.57,32.1,67.8,0,0,0
2024-01-02 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,22.54,30.8,73.0,0,0,0
2024-01-02 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,23.97,36.3,56.6,0,0,0
2024-01-02 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,24.02,28.9,88.2,0,0,0
2024-01-02 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,26.35,41.5,83.3,0,0,0
2024-01-02 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,27.22,37.6,70.4,0,0,0
2024-01-02 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,28.55,29.7,72.3,0,0,0
2024-01-03 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,31.56,32.4,73.2,0,0,0
2024-01-03 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,31.49,35.7,61.5,0,0,0
2024-01-03 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,34.37,29.2,61.9,0,0,0
2024-01-03 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,36.4,28.6,66.4,0,0,0
2024-01-03 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,35.95,39.6,67.5,0,0,0
2024-01-03 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,36.64,31.9,74.0,0,0,0
2024-01-04 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,38.9,29.0,89.5,0,0,0
2024-01-04 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,40.09,38.8,62.0,0,0,0
2024-01-04 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,43.41,38.8,57.6,0,0,0
2024-01-04 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,46.58,33.0,59.1,0,0,0
2024-01-04 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,48.84,32.6,57.2,0,0,0
2024-01-04 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,52.08,32.4,66.4,0,0,0
2024-01-05 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,55.07,40.4,71.5,0,0,0
2024-01-05 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,58.87,29.7,80.0,0,0,0
2024-01-05 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,61.18,38.8,72.3,0,0,0
2024-01-05 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,65.26,35.3,70.0,0,0,0
2024-01-05 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,67.16,32.4,72.8,0,0,0
2024-01-05 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,68.48,40.7,63.7,0,0,0
2024-01-06 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,73.0,31.2,57.7,1,0,0
2024-01-06 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,74.53,32.1,60.6,1,0,0
2024-01-06 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,78.2,39.3,61.5,1,1,0
2024-01-06 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,80.99,40.5,73.9,1,1,0
2024-01-06 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,82.24,31.2,69.9,1,1,0
2024-01-06 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,84.05,39.5,85.1,1,1,0
2024-01-07 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,86.36,33.8,62.8,1,1,1
2024-01-07 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,3.15,32.7,88.0,1,0,0
2024-01-07 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,5.77,37.8,67.7,1,0,0
2024-01-07 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,5.04,41.6,88.7,1,0,0
2024-01-07 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,7.31,32.2,65.0,1,0,0
2024-01-07 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,7.1,28.5,76.3,1,0,0
2024-01-08 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,7.89,31.9,86.8,0,0,0
2024-01-08 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,9.66,31.4,60.1,0,0,0
2024-01-08 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,11.94,31.4,78.5,0,0,0
2024-01-08 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,13.7,38.7,63.3,0,0,0
2024-01-08 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,14.27,36.9,77.2,0,0,0
2024-01-08 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,18.12,35.5,58.2,0,0,0
2024-01-09 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,19.15,30.6,56.4,0,0,0
2024-01-09 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,22.3,36.3,78.7,0,0,0
2024-01-09 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,24.08,31.2,77.6,0,0,0
2024-01-09 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,25.31,30.4,79.2,0,0,0
2024-01-09 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,28.01,29.9,66.9,0,0,0
2024-01-09 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,29.54,29.6,87.4,0,0,0
2024-01-10 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,30.77,37.2,83.6,0,0,0
2024-01-10 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,33.38,35.8,73.5,0,0,0
2024-01-10 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,34.66,40.6,86.5,0,0,0
2024-01-10 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,36.12,36.9,66.9,0,0,0
2024-01-10 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,39.84,40.6,86.0,0,0,0
2024-01-10 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,40.31,38.9,77.5,0,0,0
2024-01-11 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,42.42,28.1,58.6,0,0,0
2024-01-11 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,45.46,37.3,55.2,0,0,0
2024-01-11 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,47.49,37.7,77.8,0,0,0
2024-01-11 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,47.44,31.1,79.9,0,0,0
2024-01-11 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,48.08,38.5,77.7,0,0,0
2024-01-11 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,48.16,39.9,78.0,0,0,0
2024-01-12 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,48.63,33.1,64.3,0,0,0
2024-01-12 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,50.62,31.4,89.1,0,0,0
2024-01-12 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,53.7,36.8,82.8,0,0,0
2024-01-12 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,55.11,35.0,75.2,0,0,0
2024-01-12 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,54.77,38.1,64.8,0,0,0
2024-01-12 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,56.49,28.3,77.6,0,0,0
2024-01-13 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,58.61,41.5,88.7,1,0,0
2024-01-13 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,62.02,39.9,65.3,1,0,0
2024-01-13 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,65.89,32.4,60.9,1,0,0
2024-01-13 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,67.68,35.8,87.8,1,0,0
2024-01-13 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,70.92,29.4,76.5,1,0,0
2024-01-13 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,75.87,41.9,59.9,1,1,0
2024-01-14 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,79.76,38.4,79.4,1,1,0
2024-01-14 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,82.14,37.8,67.6,1,1,0
2024-01-14 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,85.8,39.3,85.3,1,1,1
2024-01-14 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,10.53,35.2,72.6,1,0,0
2024-01-14 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,13.69,37.8,82.9,1,0,0
2024-01-14 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,17.69,40.5,66.8,1,0,0
2024-01-15 00:00:00,BIN_001,Saddar,General,24.8607,67.0105,18.3,36.1,56.3,0,0,0
2024-01-15 04:00:00,BIN_001,Saddar,General,24.8607,67.0105,19.72,34.5,74.0,0,0,0
2024-01-15 08:00:00,BIN_001,Saddar,General,24.8607,67.0105,22.52,28.4,56.3,0,0,0
2024-01-15 12:00:00,BIN_001,Saddar,General,24.8607,67.0105,21.87,39.5,67.6,0,0,0
2024-01-15 16:00:00,BIN_001,Saddar,General,24.8607,67.0105,23.73,38.8,62.6,0,0,0
2024-01-15 20:00:00,BIN_001,Saddar,General,24.8607,67.0105,23.89,36.7,58.0,0,0,0
